ticker,environment_pillar_score,social_pillar_score,governance_pillar_score,carbon_emissions,water_usage,waste_generation,employee_turnover,diversity_score,board_independence,controversy_score
MS,50.50010648214875,66.9540720977798,82.39801954382858,3082783.732737264,145789.23374581287,12893.149386560379,18.695612145698316,86.58728015005676,78.76165395465554,0
C,47.186150757880874,56.73615351520792,74.61100021649148,1181312.6247183299,15758.462337019804,131703.0357585456,22.161505387601352,63.561691156281874,65.11868288117067,2
JNJ,72.38368900369078,43.297655964846776,64.84858761066016,2898413.4294007337,655937.0306287446,5303.60853586347,14.638388520371779,41.82328718808854,76.12227308959794,4
PFE,70.5663764733214,54.72781431188152,72.89718066559927,212101.51398606156,645244.7541935904,83288.22772016205,15.799777393104401,61.07558803830851,80.37766364516067,2
UNH,56.37035300433507,65.49814342964132,79.04160290247104,7745228.947242366,1553549.545209116,558775.1041114969,21.046498303835577,52.015377239313366,57.8375866927475,0
ABBV,82.6289868730356,49.36852225512886,69.06453648953521,10816226.744398039,35053.76052122287,14958.765895969142,12.202778442949977,41.74222696334833,63.540967521612295,1
MRK,56.441667824550535,65.82306550058442,81.02979302107747,36887.697940986116,17271.08389432382,32665.993132411335,18.722432032496865,70.86242160592374,87.88677366964447,2
TMO,56.1617850802337,82.58027024182871,95.0,23719395.445174173,273143.92958155886,64028.248609346316,13.322142879279708,69.40604614994103,59.77028052009761,3
PG,72.77951207814424,58.56244055631868,72.71957221998271,25970855.366258115,75567.259675617,29644.833966511767,11.715079854941685,46.677281301048694,68.80165429771698,1
KO,46.94133060695301,71.96112239185337,64.48868809085467,703961.2932270536,287434.59176978876,4534.665574088593,14.052251192814108,81.26786771168686,72.55165019278564,0
WMT,49.90356104150178,81.32528354427572,65.75609870601232,7934195.950518768,84818.10899501118,6010.2808055204705,22.367704848092075,88.15208179660227,62.75641009718072,2
HD,59.58890646805245,51.755537264715294,66.95240551239145,682546.3201178256,213283.982672158,26006.174101066386,9.46544448095476,50.96728905456874,52.20206915844503,1
NKE,80.97799254000763,68.71789070509145,59.18899708733433,782996.1590460896,354060.7292935992,34964.40438880497,4.24798473034947,56.65041223548291,84.1060778166312,2
COST,47.63628836349791,63.21663190388474,70.29598506874426,3619442.8859594306,11436.849289194013,81695.85985702935,21.180351937432064,59.713545370925765,60.7622978481798,2
XOM,77.65724569593333,57.18994753526181,85.80100581464242,3971353.5382234016,94042.68733756887,13946.091614832043,21.01166941775172,66.9763599047228,73.67307860496884,0
CVX,67.26906110946413,77.52967696247681,75.55277603830496,1732631.3183441581,265187.4840476795,65545.51929038315,22.611639283259166,58.33026881577771,83.9359505140892,0
COP,64.38548541565149,67.72976409868117,69.4877164336178,547472.4804508543,230470.88275560035,36008.05342320418,8.955153898600138,61.678101966478785,87.74792612108537,2
SLB,38.587789374137174,55.95839378497031,63.02918946695364,3041414.35134083,185390.00140398944,11840.207783601367,23.57166261180427,50.598398181895604,69.00227338763683,0
EOG,62.702303534808394,51.45615117288874,82.99744451289848,8241491.795803642,235628.02856656216,7059.3403249154235,15.931836340953694,64.65960025693045,73.1403315165011,1
OXY,70.54691342077679,50.15452648385319,65.6827277966091,4191039.5489649065,33633.63942574315,1827.908669332604,9.849201031499105,57.06054831652255,59.657359200023656,1
BA,58.51320972679263,80.14547359770488,64.87328135363977,4176011.6339890594,296531.0115606398,90957.42701065852,14.236518672055244,44.48658643264491,59.64998652405422,2
CAT,54.98267820672114,63.73177171850833,50.24964618867102,215623.13967482426,277887.07380471216,21024.699534564887,13.600845645785597,93.83111511387705,68.05534239809492,2
GE,83.25988028563461,86.10538800290446,61.46076426707068,13022590.305769388,55238.82572850028,24952.70553922183,17.57010447274535,89.38371464954679,63.67775358284516,0
MMM,43.82311934858426,75.12294937476833,70.93230112306436,1471556.1582153093,13305.064880496238,18229.709446569108,26.024154792629837,75.61303269427981,75.3109974375507,0
HON,46.10039792810866,57.36192728448686,54.23355744768597,293364.3071075095,33661.9037926301,21724.663128263666,7.179033540537874,23.21125129906048,76.53529800641086,0
UPS,67.5871881027961,74.76217588956833,82.04142101946587,10460569.811860345,92085.34023595304,2923.57782119984,14.509369884954975,86.49092870426276,66.2535211939269,1
NEE,64.28360359539137,55.70452588270048,76.55563323981673,7950473.394275113,330931.4319685525,287576.9967876631,16.990733353975386,90.33545191480766,55.72359373157193,1
DUK,59.749078269583066,74.08892341973144,78.39052048665556,88347.52519421441,346820.5972153612,24989.6765610655,13.88529914500928,71.32440324098762,62.982664421026215,0
SO,48.98062371373919,57.75084649036764,89.21274162493012,83602255.84410071,103659.63945323238,26396.91033414272,17.74880321113234,72.97934611419899,61.41895077515504,2
D,46.40745456745842,50.477648067706106,59.60939426550386,645330.4281165457,60601.186546823905,641831.8522058779,14.905808744222345,50.52343556244426,64.8806247274174,3
AEP,70.39169812073857,59.67562514500748,59.1351427595326,2476211.2816386386,98936.36498471687,24422.988836582947,7.725432087667744,56.18715126603384,67.90202331226396,1
EXC,63.125268608847804,79.23569025212024,85.23776493186371,9371287.00750902,35385.35146293724,17867.023570663692,18.87130363213176,63.41470221926939,67.80369216325062,0
COMP46,31.913066173232522,77.94426249213622,71.23361253172604,7607432.822492272,85952.6087513823,50013.060202989516,7.234780986551575,70.90125688877866,66.82023542078716,1
COMP47,56.930838201585956,25.0,52.514810197816914,9870967.691412805,45004.722857583394,251284.89735351547,18.55487886701547,30.830979963257448,65.03778424297116,1
COMP48,44.375306095235686,63.44474415758695,62.44103365271711,722838.8321248975,17580.94466248067,51193.55907066995,12.315965539389289,51.13515575281569,69.98938939159432,3
COMP49,67.05061394511294,34.17550116744506,65.16837927089612,7098014.68287649,33979.66637891395,43242.90770702352,21.04205276304839,61.74293553240543,62.9235571509043,0
COMP50,55.620343070654855,44.93253315521956,70.4934859784804,174153.53146725634,21536.241579929498,50037.81102711379,22.8361849730477,56.2117325503058,59.36530915000449,1
COMP51,89.57954575366006,61.69108192429744,60.74368031846146,19495962.376634296,16839.13493048165,41606.94174602423,11.55263233175737,63.91000682656424,52.594423292407654,1
COMP52,66.27434585262185,62.07062892466418,54.924803993156154,2115450.447792473,61879.68479289743,88432.91739594395,15.680373521414255,60.337842555065556,76.142762593112,1
COMP53,65.87872821663245,67.5260825341749,69.05361052881611,3572766.291176019,26744.56456279232,6557.827450828553,14.554775327153687,46.09549332730127,82.70141036657292,2
COMP54,87.33982655390035,44.61962725390269,88.89470161680723,27587684.79334776,80193.7827343223,39935.133510400774,19.097416559797747,50.63426116397125,51.62967305916048,0
COMP55,79.91419046922988,48.88868926879619,59.06374412312415,365767.21460739116,669820.6015459261,9584.210566248401,13.867778970461263,55.369041471412416,80.40589612150289,0
COMP56,46.62812217691516,47.064699286080995,68.85551640690635,1748495.6465088467,142614.88804428856,111244.80716580813,7.323884174463535,57.17438420624443,82.95193610387287,2
COMP57,60.669356155236535,47.5494341702898,69.16972400495116,1262620.6330126452,77147.12703821296,62078.54071723,14.50614739468656,49.67796268467126,59.0800584576003,2
COMP58,61.89341155837617,67.22204462551149,65.449992693737,1154022.5473509568,253626.25570486876,112642.05132647873,21.475366633350447,47.581067741793824,62.49629942003236,3
COMP59,79.69688999461434,71.19390122111594,86.00807716622094,1331849.7981571844,765615.8654617302,92362.34021770465,14.83466820930853,37.24934027710388,63.424949146687936,0
COMP60,58.617799483187085,80.03489798700099,83.94087463128486,30792008.707776234,55401.42965129605,73625.02825029376,16.47028150226001,25.21330802516468,89.28339587998494,3
COMP61,75.75178826829075,51.29368663986796,49.91269328806392,6490992.914601364,160520.12507660035,109536.53711271673,19.813054753487187,52.69227424054846,56.73557251050198,0
COMP62,72.12963796459478,65.7432248399541,75.7518199880822,1627708.2325807773,28552.027264281467,20544.923605507847,14.280762503079245,77.71071550026207,61.341147244969896,0
COMP63,56.741971080866804,73.54761337468605,61.19833131051646,1699891.699751604,84228.21516183081,165016.0427751544,12.529442152544707,68.3312817694724,71.83567367305213,2
COMP64,87.56601085626824,76.24197476149777,71.26362983710523,2899494.5895029376,945057.8035060605,49144.202995343316,18.7563051251726,64.79489265997897,55.028189044849725,1
COMP65,68.73486277042296,51.09602667063271,63.96667000918383,1158515.9648122354,260693.67510399333,51606.47788719862,18.17931352853539,30.288997134473295,64.76685977704881,2
COMP66,78.44191886367219,76.2318377652169,77.64741014829028,1003295.9062269027,399328.66398052877,36474.28056632726,12.981447079552893,50.06998647058158,61.36498094173554,2
COMP67,87.00811034001707,54.05759217484414,73.3763154650149,6958727.035970135,23304.813155901575,88141.85547934854,9.650546400367233,33.382979550995046,73.87086476178715,0
COMP68,74.21733150377315,86.08615640893224,80.0679966725763,3576579.772604288,51392.99884850085,42965.62515967098,17.592902328864227,68.16572658800202,54.309325718148166,1
COMP69,58.61649781377388,61.18647888431649,89.22737039443264,1574311.1570918032,19202.964947297674,18896.11837335464,15.379932051608794,79.0338633881404,67.93138607504675,1
COMP70,69.2050086591599,53.5995991312858,82.50463382995467,5837489.619074094,35787.26646006643,52668.04371287888,14.107609955260132,60.403815888093625,73.0000011898796,1
COMP71,61.975325013836766,66.98568312065443,58.10509412877106,5250720.011206707,1644448.5100241676,829241.7310937431,17.196837248504817,63.9195313044604,65.84479833405695,0
COMP72,59.87737708472247,58.77392282026962,70.34222235493864,862995.044586648,127562.36698951079,146736.59386254617,16.055398041547253,46.76332998896366,56.09579098986586,0
COMP73,73.67865841329623,51.74024373524763,69.96272083187053,1336474.7500876242,10548.992610029718,22219.95763666555,19.209121358996263,76.88736924110843,83.9247982796119,1
COMP74,63.86461472143614,66.99494976722369,54.01128607439649,562251.2051978089,23238.72723412131,22315.691333524013,12.957651123715832,67.1248048595591,69.59308377576605,1
COMP75,70.94895690918665,61.031498976399966,74.63263057318224,10596948.929592649,131669.08299155766,7580.081836339491,21.30527927365842,58.82849943937392,63.784661555362234,0
COMP76,62.47076212945066,76.39683935701022,67.1304030611484,2397689.701844909,44282.91671986206,1535494.4139954539,8.030546111328945,55.21175870274303,76.50200084862288,1
COMP77,50.68578759443078,70.70999036020729,65.37989274495158,28599404.650751133,444217.9859835701,9677.137578132404,24.041637341535356,44.919511064200904,48.22498561716659,2
COMP78,75.28586050142127,56.729035908539046,79.99970283141712,20866075.365736593,472156.2697437901,30166.409048827718,13.402116285811854,59.09019463891786,67.35564243344008,0
COMP79,63.44464488602113,67.16049958697012,65.31053653975712,7569941.552057334,68112.67512483406,1457350.4268500402,15.495604131992849,59.77822822190963,58.561540215101324,2
COMP80,58.892717737171715,78.46193242936052,74.06228507388585,6528926.733302632,63882.14170169172,10293.29914720982,11.77708970404738,65.89550542928242,66.39588694703268,1
COMP81,94.67549436329915,67.86288194931107,66.28846848623915,4538410.24618846,530766.719137778,149017.3837399711,14.564367308209864,67.5360119886028,53.53888183841661,1
COMP82,63.56941728224178,59.737709175685566,95.0,2214018.056594063,141356.41257289154,43010.92259558439,12.255517430781204,94.52741541679904,80.05262051843735,3
COMP83,47.818624132328466,62.42167491903069,62.36831779151355,980899.9567178873,264341.12200119556,7454.659824610967,21.482017027276243,60.361606459445376,50.96651375306495,1
COMP84,86.38718133639573,67.48020307737076,66.08352061119456,2151203.6941659474,80713.96822652391,37697.527091016214,19.46802585201212,53.99215629176676,65.37814642575852,0
COMP85,78.46405109248668,30.47167952847805,57.463553731124925,9611527.020612027,99918.45471070171,103827.16936832246,3.0,76.70881170082963,65.6747097681166,2
COMP86,75.71490821391892,54.97486083582659,64.01241034546987,16969896.728885513,557172.2408801117,661929.6993903399,13.436201198452618,72.48199091650608,75.14256722949392,0
COMP87,87.6573698576147,72.225662714065,84.26681811263693,2978471.327865565,60217.37356921624,104429.13095710134,20.22200064332781,46.47586875214578,63.94627932644991,0
COMP88,89.62290926309313,46.131396448899054,82.0671570890543,2025123.3196651915,93597.76360637302,22684.01769121078,15.804586398308654,63.394395671942576,90.09185777167318,2
COMP89,67.59029218800598,59.017367717228424,71.98221203848681,45071381.45284994,78303.55354691957,759138.2279926825,22.56432371958775,72.0462142420114,39.61343387993942,2
COMP90,60.687994918471425,66.81106735869729,75.1545894644125,5299671.010203066,58619.97565928509,83426.62314708013,8.071026722972771,68.51359892250278,74.38254273480086,0
COMP91,56.573356747998325,58.89663599591902,62.070516621657525,1342273.1360730345,492566.1716358408,46301.451579892215,13.064475365848274,55.02745161473163,76.76745672643946,0
COMP92,83.0288622871178,68.19375244942212,81.43914532669777,2917110.9036123287,92447.20322540928,13926.037964066676,20.445332608961017,42.994453936586396,61.552683034920314,1
COMP93,67.62182510590627,47.991420769483064,80.1178173353368,3039781.808573954,133961.3749127895,16508.04537135041,11.724570948530758,65.61261175952394,47.43845946160798,1
COMP94,68.76214727685166,62.244124727375976,70.2808641885471,2524826.669207757,31628.676839207572,6401.950291946483,22.94624109682669,59.95942081875141,63.89841563130443,1
COMP95,72.02461490908476,61.72040657260692,53.521882283841904,9434895.989696804,26710.71676351682,941499.0214243251,20.764781737498787,35.979517868183905,72.38290417927347,0
COMP96,55.186715564724594,52.186100635819514,53.46150125755942,1768049.99511001,43111.9514715827,21287.02156912387,18.51035700335824,62.129714830013235,59.639109069334495,1
COMP97,73.83185545655212,58.72798115762271,61.14320494268474,95150764.96648498,27494.814789848027,8627.328418024681,18.627068103120806,45.25729775391097,61.75936814877534,1
COMP98,69.33311003681776,69.5002702654355,57.20969242580404,609094.5410081373,70735.99353780615,40625.77644842101,12.756694647614436,63.869155717513244,82.01908035450239,3
COMP99,67.87534792974824,62.03132737971583,43.607215399703975,208875.28423442456,202747.06461740777,403205.25543057296,12.863548922484261,72.61339943495501,78.00317241900822,0
COMP100,58.05705088499484,66.64909227959052,74.28096551067172,1012919.5709384282,176734.64561877932,112106.21925585983,18.54307659327858,57.70371471521729,62.0486708575397,1
COMP101,58.6942951252887,60.977308296654975,71.27776811807169,17391013.425565857,274223.44238888944,16874.756593116355,13.526092258205338,66.83529847718573,59.36555005056563,2
COMP102,58.84534388985007,74.11825035705988,65.4111985145899,1699396.011814644,51623.592615241534,236462.0283890772,24.367797348573113,60.468673632386775,62.6130798339624,2
COMP103,64.4097384029108,64.88213777209607,76.00157740994626,20933359.32362547,335719.3513669545,36952.97531263662,19.433519879754755,56.077943408105384,74.10535990439875,0
COMP104,60.11010987626727,94.88737513883726,84.01790807242352,371544.368051588,415912.0758525639,10710.684459334203,17.36685228492192,84.20546403267133,80.2863445806519,0
COMP105,59.18645536042196,71.64642667896312,60.78849252861749,12758466.57540836,52849.026368746716,373.02557789264125,7.454982780250329,79.38423391045582,67.61542052647742,3
COMP106,80.57516891938224,73.34821590009199,68.42747657039746,5338097.439906318,27277.01184543455,77112.08095588614,12.755475172990202,66.5137961683031,87.29420090283104,2
COMP107,59.458470809983226,63.36064746655337,54.2325601076172,3192332.6117324405,40188.86475982668,9436.303125435019,18.749044161988525,57.09997297244248,90.86837526273726,0
COMP108,58.47632229864781,55.362930814610614,67.42831291702332,6729124.870939196,341686.65107641683,14993.452499787421,7.47440893241972,31.123076070935177,76.21486761250095,1
COMP109,64.12136223449932,85.51957913730178,71.52171308142628,17725534.250480752,654610.720632874,15188.513084595797,17.67624078628708,71.99931446784426,52.86288296892181,1
COMP110,66.85804201567666,65.38740602710158,77.42591348552375,3719200.4416829427,248618.68997729517,304701.64378875465,27.131202111209127,41.468552893958076,68.65729127002324,1
COMP111,77.88455779515614,78.94017752633039,78.79243988485626,15420122.165778488,108332.77495477787,45066.09248518947,10.761133928215074,41.86487754945914,58.092224210401085,3
COMP112,51.71215386633702,47.12393973886085,91.50670767373488,916635.2153831444,2805.7724466907935,46549.111111330385,14.684770884446992,71.3163755182896,73.17142649971886,0
COMP113,41.38231455121253,64.38408228973316,68.69710478781201,2903222.6001009266,190797.399584864,21107.169060946504,10.380202611363519,80.52150287441152,78.62834678351952,0
COMP114,77.83634912853624,60.1262742189696,59.44648329252992,1039279.1077580532,19007.628859649445,15043.571375223379,7.935638056507315,48.519185708887505,75.36284083922655,3
COMP115,60.21524696376934,72.29230782772643,68.76426646713138,1319165.7196485195,90189.5899117787,106288.46569035499,26.397632537852097,51.02686624955803,71.97095572376607,1
COMP116,92.07678985508784,57.93887406047553,35.07564920173958,1551488.58932032,98190.10588324383,66826.14226002146,16.693307547562835,85.15937618236558,74.58122662476163,2
COMP117,65.14210177068392,66.88960576839118,69.07050162889381,44828269.265807934,76875.33971849685,7859.463072556304,22.56913996535419,92.44389572738274,62.06269339301948,2
COMP118,37.465299996392304,39.88534650563546,63.898516787405526,16170552.18994123,23154.266856765487,615210.1995876573,15.246309454641326,49.16075246747847,68.45647390361225,1
COMP119,51.90371198351876,72.7153451623591,63.634507343708904,8085927.623843227,257611.96272781314,17861.379577037696,17.16278512245126,67.02124083780795,79.10743797467975,0
COMP120,51.848322628027006,46.1595388343202,46.36200027162082,3536276.0287301857,56765.329446244185,58279.25104065916,21.408602468998303,20.0,72.9937953714044,2
COMP121,70.02668909591256,49.99921010887584,68.63218047819096,4521806.324331171,605212.7523951854,107201.08250858069,10.447325927702186,58.01093200592002,50.587322709682425,2
COMP122,49.01805161170815,70.07301729957977,66.6476508493705,36207166.45384759,32477.901940700554,633.7147352706684,11.346659739491756,54.825062166028985,41.5755510781386,1
COMP123,54.461741675010195,70.32102983523943,85.03754543026687,46646086.07004863,24465.670234036963,35339.66895522389,9.092470335230804,40.851005441078755,49.88808091774358,2
COMP124,68.43533067239167,65.15897473838704,66.41765536040391,5585060.763706507,176657.4514707323,60751.9333922186,10.335407988776485,67.46337944913677,61.17369109144457,3
COMP125,63.89294636103104,67.92802455624688,83.43518753832696,2961683.0094871274,38455.837347057175,8241.90168879593,7.700372689074092,64.13115152367462,73.08079496250406,1
COMP126,66.82669739619668,47.295003934838086,72.00814017111446,486418.6158970363,47050.597168315304,35643.68356235387,6.306728667423426,65.06502909562325,68.4526019473864,0
COMP127,64.63254185093798,83.06493661108853,59.94069018204618,3768384.4182425686,47196.093473186775,25522.28966778686,19.819575073710475,52.986965377703385,72.13697210032129,1
COMP128,86.3215693677928,51.021531855049034,62.24614961531132,1089575.4702599135,56981.12880047121,74633.49476074324,9.711623889837266,63.05844932125696,62.4612284256513,3
COMP129,63.71983451848566,43.24221459272552,74.48273491306456,1444889.8916781268,74165.93417886754,193035.55099939706,16.771329569197622,60.913980925663914,59.79542578741672,2
COMP130,45.58015777953776,59.664025354313985,62.19074225684025,900145.963705027,354571.94127181056,3129.4997246016505,11.287830611876469,66.97077129406073,37.97411345620388,2
COMP131,56.936299678253725,39.29683037778713,89.7449365981749,636359.026702777,16453.608186454374,7530.506471859229,16.534687263138498,76.77805984928243,95.0,1
COMP132,78.33587266313127,69.87740105363868,53.75066404321211,2628681.143471069,123982.25178950529,68089.03842072024,12.709270402746952,70.85587150634876,64.56654644005192,3
COMP133,51.5720854477465,51.85328942352667,76.49072009014037,1546328.7612124677,60998.16229218585,67914.96631320976,5.39946032795298,50.2604144193834,73.593894091413,1
COMP134,55.42961850156151,54.986454810319415,68.18053267826853,7213897.050070289,29477.35686216753,41615.801449136634,24.598630568142973,78.78818777887227,82.4459839580743,0
COMP135,71.31751287189972,34.415568394556004,55.02773052605073,3605421.635223724,914633.0787875095,92853.11817812193,12.210662767246799,72.23813515403094,48.32885320270472,0
COMP136,73.7033549808006,53.154051631820906,57.959737808674284,644413.7156210688,38661.106445796526,25222.098606279822,16.58719012960189,58.834337149780524,74.48216152747423,2
COMP137,83.10296898652433,57.86733514896278,69.23299315167209,1353927.138596429,339566.6220377338,836793.7872778194,15.02871071227741,31.377260862376062,68.52284169441546,1
COMP138,73.13588295155597,80.44983847589178,78.24278329906878,9356163.193329863,38499.31531551702,9204.50563304444,9.850035910292336,45.5372305184666,67.41459996674128,4
COMP139,72.13509149146103,49.685485600652754,67.13906350218929,968179.0097520708,80323.50697819678,164342.41512028244,12.357462867098906,55.022255527851634,76.03256057229478,1
COMP140,76.92567834216383,89.77285875702921,70.75542179257828,84671647.24336404,204479.635208345,11947.555536800473,15.30060152790053,38.93284783512536,86.40918570180021,2
COMP141,61.00140126983342,55.57205533428398,60.07773076124384,958602.9251188156,22171.913399438323,10938.951579438619,9.151098930561673,59.8650964467386,72.49682061867057,1
COMP142,62.42591601215994,57.900256266463494,57.295575315214336,6445669.717381863,835276.8114687386,62366.0009561287,14.853232726414635,95.0,60.105444819874116,0
COMP143,59.04503951916074,54.77578316982999,74.49095148794387,998804.9885559294,441821.51867885416,37641.597504510944,20.769415033641593,68.40716667261383,95.0,0
COMP144,49.860825305039825,56.552834511875346,78.54011846134355,2011970.466499822,166539.79960221323,11994.88152200813,16.840549136442426,48.38912522439241,75.43597379139214,1
COMP145,53.70559416712281,71.2550202474936,60.97927171294082,645846.79344786,17218.948701681213,104729.79458371334,19.690757097085392,56.2809245535764,55.71624554683482,0
COMP146,75.78287346437313,77.39183215351925,80.19644330147776,1976455.8847323149,107780.77369785702,7250.842178221056,20.223453509211403,56.080290190775386,54.19041163949828,0
COMP147,68.46548019693898,57.829272793201774,84.92983796241936,9145227.802938594,198042.92181457573,5211.174191469606,17.398905442332076,39.71245529751249,68.73191180573588,2
COMP148,64.40761346466418,69.63951492676985,74.22486207439108,2284868.4035754637,55207.294656076934,104503.31209204378,17.387458437925986,80.06570056746969,43.872251159216965,3
COMP149,56.501435605934404,45.29768781921582,61.64860574811728,1600123.5057670027,25760.1986822578,118381.88436435901,15.205205612211406,33.710467964608895,48.10151160381975,0
COMP150,55.40669277716031,67.10365815952707,87.20832482569799,550780.4760160078,308537.4783178734,20460.68684794906,18.41121106433038,86.72845843500185,75.1015424764216,1
COMP151,58.769044681946575,77.20186013993025,56.932503508843155,22842863.862794064,363014.1707856775,66181.16403787078,16.28734868321009,35.21226332769126,65.46915562197663,0
COMP152,62.36887259641682,86.35519785646002,60.43878573117865,1255320.5958979526,153188.79273916397,161646.2226378787,18.390048018231067,78.05315185699588,77.00343574805086,1
COMP153,67.50515194449663,52.33688680526639,50.70075939404211,1590889.5387116265,56397.85320701467,2835.3128672467624,19.87236884211765,54.354016331121485,87.19605287973596,0
COMP154,56.067448682307166,79.09213242993283,79.74050140180123,2755175.5624771453,188989.8221538594,179167.30193430567,13.476979568477649,63.0975232322681,71.51555387532721,0
COMP155,53.66782143316266,72.17818604669745,68.11911726759912,534270.4487525785,24899.40603750281,87692.7767211379,8.869406002594435,76.36194620165989,58.10472799233804,3
COMP156,70.5287375602562,77.9062093386201,55.95310613777136,15104593.452515054,129129.87981835815,535.1396276539951,25.949227940508404,39.530775698294335,86.91553670925371,2
COMP157,81.05127792952382,49.26245471962817,62.4211795843115,5051513.846651519,255843.34271530734,881623.1959238024,12.910318841059302,50.79755321465059,57.37109043127135,0
COMP158,44.757797806726316,54.97999124162798,72.59541034112587,6886002.542391932,144623.757402917,39739.9840454489,11.611713190080932,60.688707395901716,77.13017959176558,4
COMP159,76.68954469982265,48.59810907606214,56.316798668392124,4462525.428663144,44667.66717915651,24493.779230419215,18.9281202347389,67.96587871612438,73.26621529542227,1
COMP160,66.57796873768734,36.68286470139872,66.0873589615026,1924747.4366572597,14959.225954892057,27984.616110203915,4.735289472658719,75.03681033448149,80.43603441488607,1
COMP161,51.99746199193411,63.52943608129235,70.19063021296681,4044976.259735353,57890.889198049364,1061.3392145001344,17.641736652150698,63.9605970194087,68.9554833261169,2
COMP162,69.80199250060211,70.12474835616962,64.7310298836088,6903244.648108572,106663.17439485008,26091.133499679494,13.11300370537186,43.3105000475048,70.22047062774097,1
COMP163,48.495273429690165,74.39445985555203,64.88659366975577,15431212.530424261,62841.00066207241,31773.002482769185,9.991111829434892,44.85444832470427,65.87112179778315,2
COMP164,65.33574461097402,32.08470152251657,51.59695624776627,15573898.698347522,573302.8583745976,13516.617307466484,14.658575007669718,29.132616831622588,60.34641961531688,0
COMP165,41.92633905279916,80.62380677020563,74.04210661184631,3695993.7105569923,240520.17654610958,13861.920842808815,17.070679929861242,69.81184394740794,72.96732727365844,1
COMP166,55.04312590219057,31.619887436649783,75.49550391687697,422290.90670123574,425834.8236849115,146685.14057211875,8.839726345181198,63.39500357925683,65.32811856422077,4
COMP167,49.41481035810815,42.44627207796616,56.61736651300234,673995.03867735,35904.980635321466,29553.199276618932,19.002651151135957,67.1173676361606,89.35616398485546,1
COMP168,52.6121926560417,44.75212192663986,54.45374109378041,8704809.755151268,38219.89100879388,8334.777736457878,23.671410251793446,46.59563368324699,53.582204428939946,0
COMP169,60.1232462458577,47.3344481188456,54.98422092087568,216664621.23821133,11560.584014485445,176570.6700545441,11.532253288811589,88.05908557037543,71.42169067307739,1
COMP170,62.2796637945421,39.306047995941654,52.12947727693004,6328049.899607183,26230.502836953598,19096.247574919467,17.922204384569667,60.062748523458815,77.1140254293836,0
COMP171,86.85596688469897,71.4974399898376,62.150078186983954,2547779.322169243,406100.6529112594,101251.09469668918,16.560581817545188,48.932541906350906,85.97631681172783,0
COMP172,76.2946219959511,59.086412115923125,65.19358918368451,3784209.266444126,252735.17352590224,372931.2403523795,14.679059948720086,44.538834422299075,72.24186291907581,1
COMP173,71.72735715652847,69.83337963878587,73.53068972468273,15903825.784306647,52832.32078489051,445933.260179485,16.2071369100335,53.52336444844217,56.48403545948988,0
COMP174,51.690204999887314,71.84015237799657,78.45321535800853,1839592.8878239375,69511.21699601533,2935.8055487521283,14.620952930378246,63.7431202899901,94.42900231950989,1
COMP175,68.64114050000222,82.8595432942235,81.22261158857066,4184497.7047309466,154293.3976730513,47112.90906095615,13.669333754478934,65.6091936278166,65.31779975223547,0
